review_text,cleaned_text,rating,date,period,overall_sentiment,price_sentiment,quality_sentiment,features_sentiment,delivery_sentiment,service_sentiment
I was going to buy Roku 3 but the team member suggested buying Fire TV instead. I'm glad I did cause you can get Kodi on this and it's still got HBO and Netflix. Works great!,i was going to buy roku 3 but the team member suggested buying fire tv instead. im glad i did cause you can get kodi on this and its still got hbo and netflix. works great!,5.0,2020-07-03,pre-inflation,0.8335,,,0.6588,,
Love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. Has a decent amount of Bass for the size.,love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. has a decent amount of bass for the size.,5.0,2020-03-04,pre-inflation,0.4588,,,0.4588,,
"This is a great product. But, may not be worth the extra money. You can likely get away with buying the Fire Stick.","this is a great product. but, may not be worth the extra money. you can likely get away with buying the fire stick.",4.0,2020-05-09,pre-inflation,-0.3714,-0.2498,,,,
"Highly recommend buying this product. We were purchasing cable through our cable co. and paying nearly $200 for a bundled plan. And we hardly have time to even watch live television! But with this device we are able to catch up on programs, series, news and our favorite movies at our leisure and pause and pick up whenever we want. And after searching other sites and stores we found that Best Buy has the best price overall. And super great customer service as well.","highly recommend buying this product. we were purchasing cable through our cable co. and paying nearly 200 for a bundled plan. and we hardly have time to even watch live television! but with this device we are able to catch up on programs, series, news and our favorite movies at our leisure and pause and pick up whenever we want. and after searching other sites and stores we found that best buy has the best price overall. and super great customer service as well.",5.0,2021-06-07,pre-inflation,0.9881,0.8555,,,,0.8779
Was a present for my grandson. He uses it all the time and loves it.,was a present for my grandson. he uses it all the time and loves it.,5.0,2020-01-29,pre-inflation,0.5719,,,,,
Before we bought this the house was always quiet. Now we stream music all the time just because it's so convenient. Really cool. Works great.,before we bought this the house was always quiet. now we stream music all the time just because its so convenient. really cool. works great.,5.0,2021-05-04,pre-inflation,0.8031,,,0.6249,,
Was looking for a cheap tablet for my a son to use saw this unit on sale on black Friday good unit.,was looking for a cheap tablet for my a son to use saw this unit on sale on black friday good unit.,3.0,2021-07-09,pre-inflation,0.4404,0.4404,,,,
The Jetsons are finally here. This is technology that we only imagined watching episodes of the Jetsons,the jetsons are finally here. this is technology that we only imagined watching episodes of the jetsons,4.0,2021-06-04,pre-inflation,0.0,,,,,
Great beginner tablet. Used for my kid to view videos.,great beginner tablet. used for my kid to view videos.,4.0,2020-07-01,pre-inflation,0.6249,,,,,
"I was initially hesitant to buy the Echo, but I am glad that I did. It is quite convenient and great for music.","i was initially hesitant to buy the echo, but i am glad that i did. it is quite convenient and great for music.",5.0,2021-04-15,pre-inflation,0.8897,,,,,
"Purchased a total of 3, one for each of my grandsons and one for me. Love reading on this kindle. One of my grandsons got a PS4 and he plays with his Fire rather than the PS4!","purchased a total of 3, one for each of my grandsons and one for me. love reading on this kindle. one of my grandsons got a ps4 and he plays with his fire rather than the ps4!",5.0,2021-04-01,pre-inflation,0.6239,,,,,
"This is a great product. I also have a Dot but the ability take this anywhere is a huge bonus, the hands free mode works just like the Dot, and the sound is great. I use the Tap all the time; working on projects, making shopping lists, playing games, to turning on the lights. I looked at the Echo but even with a battery pack it didn't seem very mobile.","this is a great product. i also have a dot but the ability take this anywhere is a huge bonus, the hands free mode works just like the dot, and the sound is great. i use the tap all the time working on projects, making shopping lists, playing games, to turning on the lights. i looked at the echo but even with a battery pack it didnt seem very mobile.",5.0,2021-01-14,pre-inflation,0.983,,,0.4888,,
The Echo is everything expected. Lots of fun asking questions and quite handy being that hubby is full of them.,the echo is everything expected. lots of fun asking questions and quite handy being that hubby is full of them.,5.0,2020-05-22,pre-inflation,0.5106,,,,,
"It was the cheapest tablet, but still very useful considering it was for my toddler. Wanted something that I could play child shows from youtube and some learning games from apps. Wish there were more apps for him, but I'm sure with time Amazon will have a few more I'd like to see just as Apple does. When not in use, from time to time it works great for the needs I may have if I want a bigger screen than my iPhone or don't feel like booting up a laptop. The only downfall is that when it's locked, it displays ads for games. I found out this is due to keeping the price so low for the tablet.","it was the cheapest tablet, but still very useful considering it was for my toddler. wanted something that i could play child shows from youtube and some learning games from apps. wish there were more apps for him, but im sure with time amazon will have a few more id like to see just as apple does. when not in use, from time to time it works great for the needs i may have if i want a bigger screen than my iphone or dont feel like booting up a laptop. the only downfall is that when its locked, it displays ads for games. i found out this is due to keeping the price so low for the tablet.",4.0,2021-03-03,pre-inflation,0.9658,0.11864999999999998,,0.509,,
Very good value and easy to use. Wife loves it much better than using phone for her apps.,very good value and easy to use. wife loves it much better than using phone for her apps.,5.0,2020-11-06,pre-inflation,0.9368,0.8304,,,,
my 2 almost 3 year old son for Christmas it is great even for adults as well very sturdy and holds but to a wild 2 year old,my 2 almost 3 year old son for christmas it is great even for adults as well very sturdy and holds but to a wild 2 year old,5.0,2020-01-10,pre-inflation,0.4767,,0.4767,,,
"Died after 120 days....30 days out of warranty. Some no name brand lasted us 3 years before this one. Figured we would get a ""name brand"" thinking that it will last longer. I won't be purchasing Kindle/Amazon products anymore.",died after 120 days....30 days out of warranty. some no name brand lasted us 3 years before this one. figured we would get a name brand thinking that it will last longer. i wont be purchasing kindleamazon products anymore.,1.0,2022-06-19,pre-inflation,-0.7003,,,,,-0.5574
"Love the Amazon Fire HD tablet, easy to get around","love the amazon fire hd tablet, easy to get around",5.0,2020-05-28,pre-inflation,0.7506,,,,,
Good for my girl she use for reading play app and small carried,good for my girl she use for reading play app and small carried,5.0,2020-10-22,pre-inflation,0.6486,,,,,
"Got ir in a deal for black friday, worth the money paid!","got ir in a deal for black friday, worth the money paid!",3.0,2022-04-11,pre-inflation,0.2942,0.2942,,,,
I bought this tablet for my 9 year old. Easy to use and awesome graphics. Easy for adults to manage apps and parental controls.,i bought this tablet for my 9 year old. easy to use and awesome graphics. easy for adults to manage apps and parental controls.,5.0,2020-04-03,pre-inflation,0.872,,,,,
